department,course_number,course_title
MUSEN   ,505,BRASS ENSEMBLE
MUSEN   ,506,WOODWIND ENSEMBLE
MUSEN   ,507,RECITAL CHOIR
MUSEN   ,508,GUITAR ENSEMBLE
MUSEN   ,509,CONCERT BAND
MUSEN   ,525,ACCOMPANYING
MUSEN   ,545,JAZZ WORKSHOP
MUSEN   ,546,STUDIO JAZZ ENSBLE
MUSEN   ,550,UNIVERSITY CHORALE
MUSEN   ,551,CHAMBER SINGERS
MUSEN   ,568,HARP ENSEMBLE
MUSEN   ,569,BAROQ CHAMBR ENSMBL 
MUSEN   ,575,OPERA WORKSHOP
MUSEN   ,581,CHAMBER MUSIC
MUSEN   ,583,COLLEGIUM MUSICUM
MUSEN   ,584,MODERN ENSEMBLE
MUHST   ,212,WEST MUSIC HIST III 
MUHST   ,497,SPEC TOP MUS HIST
MUHST   ,500,SEM METH MUS RESRCH 
MUSICP   ,300,VOICE: NON-MAJORS
MUSICP   ,301,PIANO: NON-MAJORS
MUSICP   ,302,ORGAN: NON-MAJORS
MUSICP   ,303,HARPSICHORD:NON-MAJ 
MUSICP   ,304,VIOLIN: NON-MAJORS
MUSICP   ,305,VIOLONCELLO:NON-MAJ 
MUSICP   ,306,DOUBLE BASS:NON-MAJ 
MUSICP   ,307,FLUTE: NON-MAJORS
MUSICP   ,308,OBOE: NON-MAJORS
MUSICP   ,309,CLARINET: NON-MAJORS
MUSICP   ,310,BASSOON: NON-MAJORS 
MUSICP   ,311,SAXOPHONE: NON-MAJ
MUSICP   ,312,HORN: NON-MAJORS
MUSICP   ,313,TRUMPET: NON-MAJORS 
MUSICP   ,314,TROMBONE: NON-MAJORS
MUSICP   ,315,TUBA: NON-MAJORS
MUSICP   ,316,HARP: NON-MAJORS
MUSICP   ,317,PERCUSSION: NON-MAJ 
MUSICP   ,318,GUITAR: NON-MAJORS
MUSICP   ,319,VIOLA DA GAMBA:NONMJ
MUSICP   ,320,VOICE
MUSICP   ,321,PIANO
MUSICP   ,322,ORGAN
MUSICP   ,323,HARPSICHORD
MUSICP   ,324,PRIV INSTR-VIOLIN
MUSICP   ,325,VIOLONCELLO
MUSICP   ,326,DOUBLE BASS
MUSICP   ,327,FLUTE
MUSICP   ,328,OBOE
MUSICP   ,329,CLARINET
MUSICP   ,330,BASSOON
MUSICP   ,331,SAXOPHONE
MUSICP   ,332,HORN
MUSICP   ,333,TRUMPET
MUSICP   ,334,TROMBONE
MUSICP   ,335,TUBA
MUSICP   ,336,HARP
MUSICP   ,337,PERCUSSION
MUSICP   ,338,GUITAR
MUSICP   ,339,VIOLA DA GAMBA
MUSICP   ,340,TIMPANI
MUSICP   ,341,MALLET PERCUSSION
MUSICP   ,342,JAZZ DRUM SET
MUSICP   ,343,VIOLA: NON-MAJORS
MUSICP   ,363,PRIVT INSTRCT-VIOLA 
MUSICP   ,420,VOICE
MUSICP   ,421,PIANO
MUSICP   ,422,ORGAN
MUSICP   ,423,HARPSICHORD
MUSICP   ,424,PRIV INSTR-VIOLIN
MUSICP   ,425,VIOLONCELLO
MUSICP   ,426,DOUBLE BASS
MUSICP   ,427,FLUTE
MUSICP   ,428,OBOE
MUSICP   ,429,CLARINET
MUSICP   ,430,BASSOON
MUSICP   ,431,SAXOPHONE
MUSICP   ,432,HORN
MUSICP   ,433,TRUMPET
MUSICP   ,434,TROMBONE
MUSICP   ,435,TUBA
MUSICP   ,436,HARP
MUSICP   ,437,PERCUSSION
MUSICP   ,438,GUITAR
MUSICP   ,439,VIOLA DA GAMBA
MUSICP   ,440,TIMPANI
MUSICP   ,441,MALLET PERCUSSION
MUSICP   ,463,PRIVT INSTRCT-VIOLA 
MUSICP   ,494,JAZZ PRVAT INSTRUCT 
MUSICP   ,495,IMPROV-PRVT INSTRCT 
MUSICP   ,500,VOICE: NON-MAJORS
MUSICP   ,501,PIANO: NON-MAJORS
MUSICP   ,502,ORGAN: NON-MAJORS
MUSICP   ,503,HARPSICHORD: NON-MAJ
MUSICP   ,504,VIOLIN: NON-MAJORS
MUSICP   ,505,VIOLONCELLO:NON-MAJ 
MUSICP   ,506,DOUBLE BASS:NON-MAJ 
MUSICP   ,507,FLUTE: NON-MAJORS
MUSICP   ,508,OBOE: NON-MAJORS
MUSICP   ,509,CLARINET: NON-MAJORS
MUSICP   ,510,BASSOON: NON-MAJORS 
MUSICP   ,511,SAXOPHONE:NON-MAJORS
MUSICP   ,512,HORN: NON-MAJORS
MUSICP   ,513,TRUMPET: NON-MAJORS 
MUSICP   ,514,TROMBONE: NON-MAJORS
MUSICP   ,515,TUBA: NON-MAJORS
MUSICP   ,516,HARP: NON-MAJORS
MUSICP   ,517,PERCUSSION: NON-MAJ 
MUSICP   ,518,GUITAR: NON-MAJORS
MUSICP   ,519,VIOLA DA GAMBA:NONMJ
MUSICP   ,520,VOICE
MUSICP   ,521,PIANO
MUSICP   ,522,ORGAN
MUSICP   ,523,HARPSICHORD
MUSICP   ,524,PRIV INSTR-VIOLIN
MUSICP   ,525,VIOLONCELLO
MUSICP   ,526,DOUBLE BASS
MUSICP   ,527,FLUTE
MUSICP   ,528,OBOE
MUSICP   ,529,CLARINET
MUSICP   ,530,BASSOON
MUSICP   ,531,SAXOPHONE
MUSICP   ,532,HORN
MUSICP   ,533,TRUMPET
MUSICP   ,534,TROMBONE
MUSICP   ,535,TUBA
MUSICP   ,536,HARP
MUSICP   ,537,PERCUSSION
MUSICP   ,538,GUITAR
MUSICP   ,540,TIMPANI
MUSICP   ,541,MALLET PERCUSSION
MUSICP   ,542,VIOLA DA GAMBA
MUSICP   ,543,VIOLA: NON-MAJORS
MUSICP   ,563,PRIVT INSTRCT-VIOLA 
MUSICP   ,570,VOICE
MUSICP   ,571,PIANO
MUSICP   ,572,ORGAN
MUSICP   ,573,HARPSICHORD
MUSICP   ,574,PRIV INSTR-VIOLIN
MUSICP   ,575,VIOLONCELLO
MUSICP   ,576,DOUBLE BASS
MUSICP   ,577,FLUTE
MUSICP   ,578,OBOE
MUSICP   ,579,CLARINET
MUSICP   ,580,BASSOON
MUSICP   ,581,SAXOPHONE
MUSICP   ,582,HORN
MUSICP   ,583,TRUMPET
MUSICP   ,584,TROMBONE
MUSICP   ,585,TUBA
MUSICP   ,586,HARP
MUSICP   ,587,PERCUSSION
MUSICP   ,588,GUITAR
MUSICP   ,590,TIMPANI
MUSICP   ,591,MALLET PERCUSSION
MUSICP   ,592,VIOLA DA GAMBA
MUSICP   ,593,PRIVT INSTRCT-VIOLA 
MUSICP   ,594,JAZZ PRVAT INSTRUCT 
MUSICP   ,595,IMPROV-PRVT INSTRCT 
ARAB   ,102,ELEMENTARY ARABIC
ARAB   ,202,INTERMED ARABIC
ARAB   ,402,ARAB MEDIA
ARAB   ,490,SUPERVISED STUDY
ARAB   ,499,UNDERGRAD RESEARCH
ARAB   ,512,ELEMENTARY ARABIC
ARAB   ,522,INTERMEDIATE ARABIC 
ARAB   ,542,ARAB MEDIA
ARAB   ,600,INDEPNDNT STDY/RSCH 
COPTIC   ,512,READINGS IN COPTIC
BIBHEB   ,102,ELEM BIBLICAL HEBRE 
BIBHEB   ,490,SUPERVISED STUDY
BIBHEB   ,499,UNDERGRAD RESEARCH
BIBHEB   ,600,INDEPNDNT STDY/RSCH 
MODHEB   ,102,ELEM MODERN HEBREW
MODHEB   ,202,INTERMED MOD HEBREW 
MODHEB   ,490,SUPERVISED STUDY
MODHEB   ,499,UNDERGRAD RESEARCH
MODHEB   ,512,ELEM MODERN HEBREW
MODHEB   ,522,INTERMED MOD HEBREW 
MODHEB   ,600,INDEPNDNT STDY/RSCH 
NEAR E   ,196,INTRODUCTORY STUDIES
NEAR E   ,201,ANCIENT NEAR EAST
NEAR E   ,207,ARCHY ANCIENT IRAN
NEAR E   ,229,ISLAMIC CIVILZATION 
NEAR E   ,317,JEWISH LIT & FILM
NEAR E   ,337,EGYPTIAN CINEMA
NEAR E   ,358,ISLAM IN CHINA
NEAR E   ,430,CLAS MUSLIM WRITING 
NEAR E   ,486,NEAR E METHODOLOGY
NEAR E   ,490,SUPERVISED STUDY
NEAR E   ,498,SENIOR ESSAY
NEAR E   ,499,UNDERGRAD RESEARCH
NEAR E   ,536,ISLAMIC LAW
NEAR E   ,559,ISLAM IN CHINA
NEAR E   ,584,EGYPTIAN CINEMA
NEAR E   ,600,INDEPNDNT STDY/RSCH 
NEAR E   ,700,MASTER'S THESIS
PRSAN   ,102,ELEMENTARY PERSIAN
PRSAN   ,202,INTERMED PERSIAN
PRSAN   ,401,INTRO PERSIAN LIT
PRSAN   ,490,SUPERVISED STUDY
PRSAN   ,499,UNDERGRAD RESEARCH
PRSAN   ,512,ELEMENTARY PERSIAN
PRSAN   ,522,INTERMED PERSIAN
PRSAN   ,600,INDEPNDNT STDY/RSCH 
TURKIC   ,490,SUPERVISED STUDY
TURKIC   ,499,UNDERGRAD RESEARCH
TURKIC   ,600,INDEPNDNT STDY/RES
UYGUR   ,102,ELEMENTARY UYGUR
UYGUR   ,512,ELEMENTARY UYGUR
TKISH   ,102,ELEMENTARY TURKISH
TKISH   ,202,INTERMED TURKISH
TKISH   ,405,NAZIM HIKMET
TKISH   ,490,SUPERVISED STUDY
TKISH   ,499,UNDERGRAD RESEARCH
TKISH   ,512,ELEMENTARY TURKISH
TKISH   ,522,INTERMEDIATE TURKISH
TKISH   ,600,INDEPNDNT STDY/RSCH 
NBIO   ,301,INTRO CELL NEURO
NBIO   ,402,NEURO DISEASE
NBIO   ,403,BEHAVIORAL NEURO
NBIO   ,450,NEUROBIOL PAPERS
NBIO   ,496,PEER FACILITATOR
NBIO   ,499,INDIV RES NEUROBIOL 
HPS   ,400,COLLOQUIUM IN HPS
PHIL   ,100,INTRO TO PHILOSOPHY 
PHIL   ,102,CONTEMP MORAL PROBS 
PHIL   ,115,PRACTICAL REASONING 
PHIL   ,120,INTRO TO LOGIC
PHIL   ,243,ENVIRONMENTAL ETHICS
PHIL   ,301,INTERMEDIATE TOPICS 
PHIL   ,320,ANCIENT PHILOSOPHY
PHIL   ,325,19TH CENTURY PHILOS 
PHIL   ,398,PRACTICUM PHIL CHILD
PHIL   ,401,ADV TOPICS IN PHIL
PHIL   ,409,DISABILITY
PHIL   ,411,JUSTICE HEALTH CARE 
PHIL   ,415,ANIMAL WELFARE
PHIL   ,426,20TH CENTURY PHILOS 
PHIL   ,470,INTERMEDIATE LOGIC
PHIL   ,479,SEMANTICS II
PHIL   ,484,READING IN PHILOS
PHIL   ,498,INTERNSHIP
PHIL   ,505,SMNR TEACHING PHIL
PHIL   ,520,SMNR ANCIENT PHILOS 
PHIL   ,540,SEMINAR IN ETHICS
PHIL   ,584,READING IN PHILOS
PHIL   ,600,INDEPNDNT STDY/RSCH 
PHIL   ,800,DOCTORAL DISSERTATN 
VALUES   ,512,JUSTICE MATTERS
PHYS   ,110,LIBERAL ARTS PHYS
PHYS   ,114,GENERAL PHYSICS
PHYS   ,115,GENERAL PHYSICS
PHYS   ,116,GENERAL PHYSICS
PHYS   ,117,GENERAL PHYSICS LAB 
PHYS   ,118,GENERAL PHYSICS LAB 
PHYS   ,119,GENERAL PHYSICS LAB 
PHYS   ,121,MECHANICS
PHYS   ,122,ELECTROMAGNETISM
PHYS   ,123,WAVES
PHYS   ,217,ENERGY FUTURE
PHYS   ,225,INTRO MOD MECHANICS 
PHYS   ,228,ELEM MATH PHYS
PHYS   ,294,PHYSICS FRONTIERS
PHYS   ,322,ELECTROMAGNETISM
PHYS   ,325,QUANTUM MECHANICS
PHYS   ,334,ELECT CIRCUITS LAB
PHYS   ,402,SPECIAL PROBLEMS
PHYS   ,408,PHYS BY INQUIRY II
PHYS   ,410,INQUIRY FOR TEACHER 
PHYS   ,411,LEAD TEACHER INQUIR 
PHYS   ,412,LEAD TEACHER INQUIR 
PHYS   ,423,CONTEMP COND MATTER 
PHYS   ,429,BIOPHYSICS
PHYS   ,431,MODERN PHYSICS LAB
PHYS   ,441,QUANTUM PHYSICS
PHYS   ,486,H-SR HONORS SEMINAR 
PHYS   ,495,SEM CURRENT PROBS
PHYS   ,499,UNDERGRAD RESEARCH
PHYS   ,502,TEACHING PHYSICS
PHYS   ,514,ELECTRMAG & RELTVTY 
PHYS   ,518,QUANTUM MECHANICS
PHYS   ,525,STATISTICAL MECH
PHYS   ,536,INTRO ACOUSTICS/DSP 
PHYS   ,557,HIGH ENERGY PHYSICS 
PHYS   ,560,THRTCL NUCLEAR PHYS 
PHYS   ,567,THEORY OF SOLIDS
PHYS   ,571,QUANTUM FIELD THRY
PHYS   ,576,SEL TPC EXPRMTL PHY 
PHYS   ,578,SEL TPC THRTCL PHYS 
PHYS   ,580,PHYSICS COLLOQUIUM
PHYS   ,582,SEM PARTICLE THEORY 
PHYS   ,585,SMNR EXP NUC PHYS
PHYS   ,586,SMNR CONDENSED MATT 
PHYS   ,589,SEM PRB PHYSICS ED
PHYS   ,600,INDEPNDNT STDY/RSCH 
PHYS   ,800,DOCTORAL DISSERTATN 
POL S   ,201,INTRO POL THEORY
POL S   ,202,INTRO TO AMER POL
POL S   ,203,INTRO INTERNATL REL 
POL S   ,204,INTRO TO COMPAR POL 
POL S   ,270,INTRO TO POL ECON
POL S   ,301,POL THEORY TOPICS
POL S   ,302,FREE WILL IN POL
POL S   ,304,AM PRESS & POLITICS 
POL S   ,307,RELIG & WORLD POL
POL S   ,316,AF-AM POL/SOC THT
POL S   ,321,AMER FOREIGN POLICY 
POL S   ,326,SCAND IN WORLD AFRS 
POL S   ,332,COMP POL TOPICS
POL S   ,347,POLITICS OF INTL LAW
POL S   ,349,STRATEGY & WAR
POL S   ,353,U S CONGRESS
POL S   ,355,AMERICAN PRESIDENCY 
POL S   ,361,US CTS & CIVIL LIB
POL S   ,401,POL THEORY ADV SEM
POL S   ,405,AM POLITICS ADV SEM 
POL S   ,425,POLITCL PSYCH & WAR 
POL S   ,427,INTL POL ECONOMY
POL S   ,429,POLIT PARTIES JAPAN 
POL S   ,430,CIVIL-MILI RELATION 
POL S   ,436,ETHNIC POLITICS
POL S   ,447,COMP POL ADV SEM
POL S   ,451,COM TECH & POLITICS 
POL S   ,461,MASS MEDIA LAW
POL S   ,477,AFRICAN POL DVPT
POL S   ,480,COMPAR POL KOREA ST 
POL S   ,489,WH-HNRS THESIS WRTNG
POL S   ,496,INTERNSHIP
POL S   ,497,STATE INTERNSHIP
POL S   ,499,READINGS & RESEARCH 
POL S   ,501,ADV POL RESEARCH
POL S   ,504,MULTI MTHD FLD RES
POL S   ,511,ETHICAL POL THEORY
POL S   ,527,INTL RELATNS TOPICS 
POL S   ,555,AMERICAN POL TOPICS 
POL S   ,570,AMER RACIAL STATE
POL S   ,580,COMPAR POL KOREA ST 
POL S   ,586,INTL POL ECON TPCS
POL S   ,597,DIRECTED READINGS
POL S   ,598,INDEP WRITING I
POL S   ,600,RESEARCH/READINGS
POL S   ,800,DOCTORAL DISSERTATN 
PSYCAP   ,516,CHILD/ADL TREATMENT 
PSYCAP   ,522,EBP COMPLEX CASES
PSYCAP   ,528,MULTCULT COUNSELING 
PSYCAP   ,560,APPLD PRACTICUM
PSYCLN   ,501,ISSUES-CLIN PSYCH
PSYCLN   ,513,RES STRAT CLIN PSYCH
PSYCLN   ,522,CHILD ASSESSMENT
PSYCLN   ,530,BEHAVIOR DISORDERS
PSYCLN   ,531,DEV PSYCHOPATHOLOGY 
PSYCLN   ,543,EBT DEPRESSION
PSYCLN   ,572,SMNR IN CLIN PSYCH
PSYCLN   ,573,SMNR CHILD SCLIN PSY
PSYCLN   ,574,IND STDY AFFECT SCI 
PSYCLN   ,575,BEHAVRL NEUROSCIENCE
PSYCLN   ,576,IND STUDY IN COG SCI
PSYCLN   ,577,IND STD LIFESPAN DEV
PSYCLN   ,580,CLIN PRACT/COLLOQ
PSYCLN   ,582,CLIN METHODS ETHICS 
PSYCLN   ,583,CLINICAL SUPERVISION
PSYCLN   ,585,FIELD WORK-CLINICAL 
PSYCLN   ,589,LEARN CLINIC PRACT
PSYCLN   ,590,PARENT-CHILD PRACT
PSYCLN   ,596,ADV CLIN PRACTICUM
PSYCH   ,101,INTRO TO PSYCH
PSYCH   ,202,BIOPSYCH
PSYCH   ,203,PERS & INDIV DIFFS
PSYCH   ,208,HAPPINESS
PSYCH   ,209,FDMNTLS PSYCH RSCH
PSYCH   ,210,HUMAN SEXUALITY
PSYCH   ,222,CURRENT TOPICS PSYCH
PSYCH   ,257,PSYCH OF GENDER
PSYCH   ,305,ABNORMAL PSYCHOLOGY 
PSYCH   ,315,UNDRSTD STATS PSYCH 
PSYCH   ,317,PSYCH PROB & STAT
PSYCH   ,318,STAT INFERENCE
PSYCH   ,322,INTRO DRUGS & BEHAV 
PSYCH   ,330,LAB ANIMAL BEHAVIOR 
PSYCH   ,331,LAB HUMAN COGNITION 
PSYCH   ,332,NEUROBEHAVIORAL LAB 
PSYCH   ,333,SEN/PERCPT PROCESS
PSYCH   ,334,LAB-SOCIAL PSYCH
PSYCH   ,345,SOCIAL PSYCHOLOGY
PSYCH   ,350,H-RSCH SEM IN PSYCH 
PSYCH   ,355,COGNITIVE PSYCH
PSYCH   ,408,NEUROETHOLOGY
PSYCH   ,410,CHLD/ADDL BEHAV DIS 
PSYCH   ,426,NEUROBIOL LEARN&MEM 
PSYCH   ,431,ECOPSYCHOLOGY
PSYCH   ,436,DEVEL/SPORT COMPETN 
PSYCH   ,448,SMNR IN PSYCHOLOGY
PSYCH   ,449,ORGZNL/INDUST PSYCH 
PSYCH   ,450,H-RSCH SMNR PSYCH
PSYCH   ,459,EVOLUTIONARY PSYCH
PSYCH   ,483,WRITING IN PSYCH
PSYCH   ,487,ADV PSYCHOBIO WOMEN 
PSYCH   ,489,CLINICAL PSYCHOLOGY 
PSYCH   ,496,UNDERGRAD TEACH EXP 
PSYCH   ,497,UNDERGRD FIELDWORK
PSYCH   ,498,DIRECTED READING
PSYCH   ,499,UNDERGRAD RESEARCH
PSYCH   ,504,CORE CNCPT BEH NRSC 
PSYCH   ,523,STAT CMPUTATION LAB 
PSYCH   ,525,LINEAR MODELS
PSYCH   ,540,ADVANCES IN PSYCH
PSYCH   ,541,ADV ANNIMAL BEHAVR
PSYCH   ,545,ADV COGN/PERCEP
PSYCH   ,546,ADV DEVEL PSYCH
PSYCH   ,547,ADV SOC-PERS PSYCH
PSYCH   ,550,SMNR IN PSYCHOLOGY
PSYCH   ,552,SMNR IN BEHV NEURSC 
PSYCH   ,555,SMNR COGN/PERCEPT
PSYCH   ,556,SMNR IN DEVELOP PSYC
PSYCH   ,557,SMNR IN SOC/PERSON
PSYCH   ,560,RESEARCH STRATEGIES 
PSYCH   ,596,ADV TCHG PRACTICUM
PSYCH   ,598,DIRECTED READING
PSYCH   ,599,DIR RESRCH PSYCH
PSYCH   ,600,INDEPNDNT STDY/RSCH 
PSYCH   ,700,MASTERS THESIS
PSYCH   ,800,DOCTORAL DISSERTATN 
DANISH   ,102,FIRST YEAR DANISH 2 
DANISH   ,202,2ND YEAR DANISH
DANISH   ,490,SUPERVISED READING
ESTO   ,112,BASIC ESTONIAN
ESTO   ,490,SUPERVISED READING
FINN   ,102,FIRST YEAR FINNISH 2
FINN   ,202,SECOND-YEAR FINNISH 
FINN   ,490,SUPERVISED READING
LATV   ,102,FIRST YEAR LATVIAN 2
LATV   ,112,BASIC LATVIAN
LATV   ,490,SUPERVISED READING
LITH   ,102,1ST YR LITHUANIAN 2 
LITH   ,112,BASIC LITHUANIAN
LITH   ,310,LITERATURE&CULTURE
LITH   ,490,SUPERVISED READING
NORW   ,102,1ST YEAR NORWEGIAN 2
NORW   ,202,SECOND-YEAR NORW
NORW   ,490,SUPERVISED READING
SCAND   ,100,INTRO SCANDINAVIA
SCAND   ,151,FINN LIT/CULTR HIST 
SCAND   ,152,LATV LIT/CULT HIST
SCAND   ,155,DANISH LIT/CLT HIST 
SCAND   ,230,INTRO TO FOLKLORE
SCAND   ,271,FILM ANALYSIS: NORTH
SCAND   ,312,MSTRPCES SCAND LIT
SCAND   ,326,SCAND IN WORLD AFRS 
SCAND   ,330,SCAND MYTHOLOGY
SCAND   ,335,SCAND CHILDRENS LIT 
SCAND   ,352,SCAND INNOVATION
SCAND   ,360,SCAND CINEMA
SCAND   ,370,THE VIKINGS
SCAND   ,454,BALTIC HISTORY
SCAND   ,498,SENIOR ESSAY
SCAND   ,499,INDEP STUDY/RSRCH
SCAND   ,504,CONTEMP LIT THEORY
SCAND   ,590,SCAN SPEC TOPICS
SCAND   ,600,INDEPNDNT STDY/RSCH 
SCAND   ,700,MASTERS THESIS
SCAND   ,800,DOCTORAL DISSERTATN 
SWED   ,102,FIRST YEAR SWEDISH 2
SWED   ,202,SECOND-YEAR SWEDISH 
SWED   ,301,SWED LIT AND CLTR
SWED   ,490,SUPERVISED READING
SWED   ,510,SWEDISH PROFICIENCY 
BCMS   ,402,YR1 BCMS
POLSH   ,402,1ST YR POLISH
POLSH   ,420,POLISH LIT IN ENGL
ROMN   ,420,ROMANIA TRANSFORMED 
RUSS   ,102,FIRST-YEAR RUSSIAN
RUSS   ,112,1ST-YR MED RUSS
RUSS   ,120,RUSS LIT & CUL HIST 
RUSS   ,202,SECOND-YEAR RUSS
RUSS   ,260,UNDERWORLDS
RUSS   ,302,3RD YR RUSSIAN
RUSS   ,322,19TH C RUSS LIT
RUSS   ,340,RUSSIA'S BIG BOOKS
RUSS   ,402,ADVANCED RUSS
RUSS   ,499,DIRECTED STUDY/RSCH 
RUSS   ,502,RUSSIAN TRANSLATION 
RUSS   ,522,RUSS LIT 19TH CENT
RUSS   ,543,SMNR RUSS PROSE
RUSS   ,600,INDEPNDNT STDY/RSCH 
SLAVIC   ,425,WAYS OF MEANING
SLAVIC   ,498,SENR HONORS THESIS
SLAVIC   ,499,DIRECTED STUDY/RSCH 
SLAVIC   ,600,INDEPNDNT STDY/RSCH 
SLAVIC   ,800,DOCTORAL DISSERTATN 
SLVN   ,402,INTRO SLOVENE LANG
UKR   ,405,2ND YR UKRAINIAN
SOC   ,110,SURVEY SOCIOLOGY
SOC   ,201,SPECIAL TOPICS
SOC   ,221,STAT FOR SOC SCI
SOC   ,230,US HEALTH DISPARITY 
SOC   ,260,AF-AM FAMILIES
SOC   ,300,FOUND SOC INQUIRY
SOC   ,316,SOCIOLOGICAL THEORY 
SOC   ,357,SOCLGY OF RELIGION
SOC   ,360,INTRO SOC STRAT
SOC   ,371,CRIMINOLOGY
SOC   ,372,CRIME POL AND JUST
SOC   ,376,DRUGS & SOCIETY
SOC   ,399,UNDERGRAD INTERNSHP 
SOC   ,401,SPECIAL TOPICS
SOC   ,402,EDUCATION PRACTICUM 
SOC   ,404,CIVIC INTERN PROG
SOC   ,434,DEMOGRAPHIC ASIA
SOC   ,456,POLITICAL SOC
SOC   ,461,RACE REL IN AMERCAS 
SOC   ,497,HONORS SEMINAR
SOC   ,499,UNDERGRAD RESEARCH
SOC   ,501,PROSEMINAR
SOC   ,502,TEACHING SOCIOLOGY
SOC   ,505,SOCIAL STATISTICS
SOC   ,508,LOGIC SOC INQUIRY
SOC   ,512,MATH FOR SOC SCIS
SOC   ,524,MA THESIS RSCH SEM
SOC   ,533,RSCH MTHD DEMOGRPHY 
SOC   ,534,STAT METHODS SPATIAL
SOC   ,560,HIERARCH MODELING SS
SOC   ,590,SPCL TOPICS SOCLGY
SOC   ,597,STATE/MRKTS/SOCIETY 
SOC   ,600,INDEPNDNT STDY/RSCH 
SOC   ,700,MASTERS THESIS
SOC   ,800,DOCTORAL DISSERTATN 
PORT   ,103,ELEMENTARY PORT
PORT   ,105,INTENSIVE PORT
PORT   ,203,INTERMEDIATE PORT
PORT   ,310,INTRO LUSOPHONE LIT 
SPAN   ,101,ELEMENTARY SPANISH
SPAN   ,102,ELEMENTARY SPANISH
SPAN   ,103,ELEMENTARY SPANISH
SPAN   ,110,BASIC SPANSH REVIEW 
SPAN   ,201,INTERMEDIATE SPAN
SPAN   ,202,INTERMEDIATE SPAN
SPAN   ,203,INTERMEDIATE SPAN
SPAN   ,301,ADVANCED SPANISH
SPAN   ,302,ADVANCED SPANISH
SPAN   ,303,ADVANCED SPANISH
SPAN   ,314,FOR HERITAGE STDNTS 
SPAN   ,315,HERITAGE STDNTS II
SPAN   ,318,DONQUIXOTE IN ENG
SPAN   ,321,INTRO LITRARY STDS
SPAN   ,322,HISPANIC CLTR STDS
SPAN   ,332,CHICANO FILM
SPAN   ,352,FICTION
SPAN   ,390,SUPERVISED STUDY
SPAN   ,392,EXPERIENTIAL LEARN
SPAN   ,424,HISP PTRY 1870-1936 
SPAN   ,477,LAT AMER ESSAY
SPAN   ,490,HONORS SEMINAR
SPAN   ,492,AUTHOR IN LATAM LIT 
SPAN   ,498,LINGUISTICS TOPICS
SPAN   ,499,SPEC TOPICS
SPAN   ,595,LIT PROB-19TH CENT
SPAN   ,598,LIT PROB-LAT AMER
SPAN   ,600,INDEPNDNT STDY/RSCH 
SPAN   ,610,GRAD EXAMS READING
SPAN   ,700,MASTER'S THESIS
SPAN   ,800,DOCTORAL DISSERTATN 
SPHSC   ,261,THE NATURE OF SOUND 
SPHSC   ,302,PHONETICS
SPHSC   ,308,SOC-CLTR ASPCT COMM 
SPHSC   ,405,DIAG SP LANG DISRDR 
SPHSC   ,425,SPCH LANG HRN BRAIN 
SPHSC   ,481,MGMT HEARING LOSS
SPHSC   ,498,HONORS RESEARCH
SPHSC   ,499,UNDERGRAD RESEARCH
SPHSC   ,504,RS MTH SPC&HRNG SCI 
SPHSC   ,506,RES METHODS SLP
SPHSC   ,522,HEARING INST REPAIR 
SPHSC   ,529,BIRTH-TO-4 COMM DIS 
SPHSC   ,532,NEURO LANG DIS
SPHSC   ,535,VOICE DISORDERS
SPHSC   ,543,PEDIATRIC DYSPHAGIA 
SPHSC   ,546,ADV NEURO LANG DIS
SPHSC   ,550,PUBL SCHOOL SLP/AUD 
SPHSC   ,551,ADV PRACT SPCH EVAL 
SPHSC   ,552,ADV PRACT SPCH MGMT 
SPHSC   ,555,PRE-INTERNSHIP
SPHSC   ,560,SPEECH SCIENCE
SPHSC   ,564,TEACHING PRACTICUM
SPHSC   ,565,PROSEM S/L PATH
SPHSC   ,567,RESEARCH SEMINAR
SPHSC   ,571,ASSESS AUD DYSF II
SPHSC   ,588,AUDIOLGY PROSEMINAR 
SPHSC   ,591,ADV PRACTCM AUDLGY
SPHSC   ,599,RSCH PRACTICUM
SPHSC   ,600,INDEPNDNT STDY/RSCH 
SPHSC   ,601,INTERNSHIP
SPHSC   ,602,INTERN IN SCHOOLS
SPHSC   ,700,MASTERS THESIS
SPHSC   ,800,DOCTORAL DISSERTATN 
SPHSC   ,801,CAPSTONE PROJECT
STAT   ,180,INTRO DATA SCIENCE
STAT   ,220,PRIN STAT REASONING 
STAT   ,221,STAT FOR SOC SCI
STAT   ,302,STAT SOFTWARE APPL
STAT   ,311,ELEMNTS STAT METHOD 
STAT   ,316,DES EXPR REGR ANLYS 
STAT   ,341,PROB & MATH STAT 2
STAT   ,390,STAT MTHDS ENGR SCI 
STAT   ,394,PROBABILITY I
STAT   ,395,PROBABILITY II
STAT   ,423,APPL REGRESS ANOVA
STAT   ,425,INTRO NONPARAMETRIC 
STAT   ,435,MACHINE LEARNING
STAT   ,486,EXPERIMENTAL DESIGN 
STAT   ,495,K-12 TUTORING EXPER 
STAT   ,498,SPECIAL TOPICS
STAT   ,499,UNDERGRAD RESEARCH
STAT   ,504,APPLIED REGRESSION
STAT   ,513,STATISTCAL INFERNCE 
STAT   ,517,STOCHASTIC MODELING 
STAT   ,522,ADV PROBABILITY
STAT   ,538,STATISTICAL LEARNING
STAT   ,554,STAT METHODS SPATIAL
STAT   ,560,HIERARCH MODELING SS
